title,spoken_languages,production_companies,production_countries,genres,keywords,original_language,popularity
The Lost Weekend,English,Paramount,United States of America,Drama,writer,en,6.903314
C.H.U.D.,English,New World Pictures,United States of America,Science Fiction,independent film,en,4.45544
Filly Brown,N/A,N/A,N/A,Drama,N/A,en,0.106949
The Lion of Judah,English,Sunrise Productions,United States of America,Comedy,palm sunday,en,0.165909
Niagara,English,Twentieth Century Fox Film Corporation,United States of America,Drama,murder,en,9.903992
How Green Was My Valley,English,Twentieth Century Fox Film Corporation,United States of America,Drama,rural setting,en,7.700189999999999
Da Sweet Blood of Jesus,English,40 Acres & A Mule Filmworks,United States of America,Comedy,N/A,en,4.480579
"Sex, Lies, and Videotape",English,Miramax Films,United States of America,Drama,sex,en,10.869492
Saw,English,Lions Gate Films,United States of America,Crime,shotgun,en,63.655972999999996
Super Troopers,English,Fox Searchlight Pictures,United States of America,Comedy,duringcreditsstinger,en,16.312803
The Algerian,N/A,Zelko Films,United States of America,N/A,N/A,en,0.025363999999999998
The Amazing Catfish,Español,Cine Canibal,France,Drama,woman director,es,1.4734049999999999
Monsoon Wedding,English,IFC Films,India,Drama,woman director,hi,8.109958
You Can Count on Me,English,Hart-Sharp Entertainment,United States of America,Drama,independent film,en,7.142448
The Trouble with Harry,English,Paramount Pictures,United States of America,Comedy,murder,en,6.920872999999999
But I'm a Cheerleader,English,Ignite Entertainment,United States of America,Comedy,woman director,en,4.826908
Home Run,English,Provident Films,United States of America,Drama,baseball,en,3.085411
Reservoir Dogs,English,Lionsgate,United States of America,Thriller,escape,en,66.925866
The Blue Bird,English,Twentieth Century Fox Film Corporation,United States of America,Drama,bird,en,1.280733
"The Good, the Bad and the Ugly",Italiano,United Artists,United States of America,Western,shootout,it,88.377076
The Second Mother,Português,Gullane Entretenimento S.A.,Brazil,Drama,woman director,pt,9.683622
Blue Like Jazz,English,Ruckus Films,United States of America,Drama,book store,en,1.6116
Down & Out With The Dolls,N/A,N/A,N/A,Comedy,N/A,en,0.002386
"Pink Ribbons, Inc.",English,National Film Board of Canada (NFB),United States of America,Documentary,woman director,en,0.097913
Certifiably Jonathan,English,N/A,N/A,Comedy,N/A,en,0.047781
Desire,Français,Acajou Films,France,Drama,sex,fr,20.422245999999998
The Blade of Don Juan,Español,N/A,N/A,Drama,peru,en,0.021678
Grand Theft Parsons,English,N/A,N/A,Drama,independent film,en,1.998557
Extreme Movie,English,FlipZide Pictures,United States of America,Comedy,N/A,en,8.148187
The Charge of the Light Brigade,English,Warner Bros.,United States of America,Drama,ambush,en,2.968235
Below Zero,English,N/A,Canada,Thriller,screenwriter,en,1.36514
Crowsnest,N/A,N/A,Canada,N/A,N/A,en,0.057564
Airborne,English,N/A,United States of America,Comedy,sport,en,8.001156
Cotton Comes to Harlem,English,N/A,N/A,Action,blaxploitation,en,1.079125
The Wicked Within,English,After Dark Films,United States of America,Horror,N/A,en,1.906151
Bleeding Hearts,N/A,N/A,N/A,Horror,N/A,en,0.100533
Waiting...,English,L.I.F.T. Production,United States of America,Comedy,decision,en,10.230583
Dead Man's Shoes,English,Film4,United Kingdom,Drama,revenge,en,12.818441
From a Whisper to a Scream,English,Conquest Productions,United States of America,Comedy,civil war,en,1.220072
Sex With Strangers,N/A,N/A,N/A,Documentary,N/A,en,0.014406
Dracula: Pages from a Virgin's Diary,English,Canadian Broadcasting Corporation (CBC),Canada,Horror,independent film,en,0.552361
Faith Like Potatoes,English,Global Creative Studios,South Africa,Drama,food,en,0.147886
Beyond the Black Rainbow,English,Chromewood Productions,Canada,Science Fiction,aftercreditsstinger,en,7.717237
The Raid,Bahasa indonesia,Celluloid Dreams,United States of America,Thriller,swat team,id,40.285095
The Dead Undead,English,N/A,N/A,Action,zombie,en,0.249457
The Vatican Exorcisms,English,N/A,N/A,Horror,exorcism,en,0.447166
Casablanca,English,Warner Bros.,United States of America,Drama,corruption,en,43.729123
Lake Mungo,English,Mungo Productions,Australia,Thriller,supernatural,en,4.653047
Rocket Singh: Salesman of the Year,हिन्दी,Yash Raj Films,India,Drama,india,hi,3.000435
Silent Running,English,Universal Pictures,United States of America,Drama,dystopia,en,11.095414
Rocky,English,United Artists,United States of America,Drama,fight,en,72.19808
The Sleepwalker,English,Tandem Pictures,United States of America,Drama,woman director,en,0.926084
Tom Jones,English,Woodfall Film Productions,United Kingdom,Comedy,from rags to riches,en,2.833166
Unfriended,English,Blumhouse Productions,United States of America,Thriller,violence,en,41.972328999999995
Taxi Driver,English,Columbia Pictures Corporation,United States of America,Drama,obsession,en,58.845025
The Howling,English,AVCO Embassy Pictures,United States of America,Drama,werewolf,en,6.5328550000000005
Dr. No,English,United Artists,United Kingdom,Thriller,london england,en,48.901542
Chernobyl Diaries,English,Alcon Entertainment,United States of America,Thriller,stranded,en,20.649145
Hellraiser,English,New World Pictures,United Kingdom,Horror,revenge,en,22.583834
God's Not Dead 2,English,Pure Flix Productions,United States of America,Drama,christian,en,6.96858
Cry_Wolf,English,Universal Pictures,United States of America,Thriller,murder,en,6.926926
Godzilla 2000,日本語,Toho Film (Eiga) Co. Ltd.,Japan,Action,monster,ja,3.322721
Blue Valentine,English,Silverwood Films,United States of America,Drama,love,en,26.881611
Transamerica,English,The Weinstein Company,United States of America,Drama,independent film,en,9.773398
The Devil Inside,English,Room 101,United States of America,Thriller,death,en,13.152822
Beyond the Valley of the Dolls,English,Twentieth Century Fox Film Corporation,United States of America,Drama,musical,en,4.289003
Love Me Tender,English,Twentieth Century Fox Film Corporation,United States of America,Drama,civil war,en,1.444258
An Inconvenient Truth,English,Participant Media,United States of America,Documentary,politics,en,14.139004000000002
Sands of Iwo Jima,English,Republic Pictures (I),United States of America,Drama,sergeant,en,3.8510000000000004
Shine a Light,English,Shangri-La Entertainment,United States of America,Music,new york,en,2.162522
The Green Inferno,English,Worldview Entertainment,United States of America,Thriller,gore,en,17.845160999999997
Departure,English,British Film Institute (BFI),United Kingdom,Drama,gay,en,0.42583000000000004
The Sessions,English,Rhino Films,United States of America,Drama,virgin,en,9.115486
"Food, Inc.",English,Magnolia Pictures,United States of America,Documentary,food industry,en,15.017161999999999
October Baby,English,N/A,United States of America,Drama,college,en,1.86221
Next Stop Wonderland,English,N/A,United States of America,Drama,independent film,en,1.334481
The Skeleton Twins,English,Duplass Brothers Productions,United States of America,Drama,new york,en,15.699363
Martha Marcy May Marlene,English,This Is That Productions,United States of America,Drama,sexual abuse,en,17.806082
Obvious Child,English,A24,United States of America,Comedy,woman director,en,10.12895
Frozen River,English,Cohen Media Group,United States of America,Drama,woman director,en,4.805651
20 Feet from Stardom,English,Tremolo Productions,United States of America,Music,N/A,en,5.247955999999999
Two Girls and a Guy,English,Fox Searchlight Pictures,United States of America,Drama,revenge,en,4.86805
Walking and Talking,English,Channel Four Films,United States of America,Drama,woman director,en,0.36731199999999997
Who Killed the Electric Car?,English,Electric Entertainment,United States of America,Documentary,independent film,en,5.3231839999999995
The Broken Hearts Club: A Romantic Comedy,English,N/A,United States of America,Drama,gay,en,3.4241580000000003
Bubba Ho-tep,English,MGM,United States of America,Comedy,john f. kennedy,en,9.954848
Slam,N/A,N/A,N/A,Drama,independent film,en,0.29245
Brigham City,English,Main Street Movie Company,United States of America,Drama,N/A,en,0.28008299999999997
Fiza,हिन्दी,N/A,India,Drama,love,hi,0.043023
Orgazmo,English,Focus Features,United States of America,Comedy,woman director,en,5.06516
All the Real Girls,English,Sony Pictures Classics,United States of America,Drama,independent film,en,3.65924
Dream with the Fishes,English,N/A,United States of America,Comedy,independent film,en,0.9483159999999999
Blue Car,English,N/A,N/A,Drama,woman director,en,0.6726949999999999
Palo Alto,English,Tribeca Film,United States of America,Drama,woman director,en,16.570708
Ajami,العربية,ARTE,Germany,Drama,N/A,he,0.51799
Wristcutters: A Love Story,English,No Matter Pictures,United States of America,Drama,independent film,en,8.542921
I Origins,English,Verisimilitude,United States of America,Drama,independent film,en,37.555398
The Battle of Shaker Heights,English,Miramax Films,United States of America,Drama,teenager,en,5.20209
The Act of Killing,English,Spring Films,United Kingdom,Documentary,corruption,id,8.887411
Taxi to the Dark Side,English,Jigsaw Productions,United Kingdom,Documentary,taxi,en,0.7485649999999999
Once in a Lifetime: The Extraordinary Story of the New York Cosmos,English,N/A,N/A,Documentary,new york,en,0.436148
Guiana 1838,English,N/A,United States of America,Drama,19th century,en,0.030253
Lisa Picard Is Famous,N/A,N/A,N/A,N/A,N/A,en,0.6900890000000001
Antarctica: A Year on Ice,English,Antzworks,New Zealand,Drama,biography,en,1.883947
A LEGO Brickumentary,English,Global Emerging Markets (GEM),United States of America,Documentary,documentary,en,1.631274
Hardflip,English,N/A,N/A,Drama,aftercreditsstinger,en,0.341461
Chocolate: Deep Dark Secrets,हिन्दी,N/A,India,Thriller,N/A,en,0.8878209999999999
The House of the Devil,English,Glass Eye Pix,United States of America,Horror,independent film,en,8.628485000000001
The Perfect Host,English,Splendid Film,United States of America,Comedy,swimming pool,en,6.507094
Safe Men,English,October Films,United States of America,Comedy,robbery,en,1.1907290000000001
Speedway Junky,English,Golan-Globus Productions,United States of America,Drama,growing up,en,0.340019
The Last Big Thing,English,Byronic Pose Productions,United States of America,Drama,independent film,en,0.678475
The Specials,English,Brillstein-Grey Entertainment,United States of America,Comedy,superhero,en,9.055447000000001
16 to Life,English,Duck Farm Films,N/A,Comedy,woman director,en,0.10846800000000001
Alone With Her,English,The Weinstein Company,United States of America,Drama,independent film,en,2.175696
Creative Control,English,Ghost Robot,United States of America,Drama,virtual reality,en,1.50211
Special,English,Rival Pictures,United States of America,Drama,independent film,en,1.260314
Sparkler,N/A,N/A,N/A,N/A,N/A,en,0.547654
The Helix... Loaded,English,N/A,United States of America,Comedy,N/A,en,0.0206
In Her Line of Fire,English,N/A,United States of America,Drama,airplane,en,0.429587
The Jimmy Show,English,Next Wednesday Productions,United States of America,Drama,stand-up comedy,en,0.098351
Heli,Español,Le Pacte,Mexico,Drama,extreme violence,es,3.629777
Karachi se Lahore,اردو,N/A,Pakistan,Comedy,N/A,en,0.060002999999999994
Loving Annabelle,English,Big Easy Pictures,United States of America,Drama,woman director,en,7.145832
Hits,English,Honora Productions,United States of America,Drama,teenager,en,3.638411
Jimmy and Judy,English,N/A,United States of America,Drama,independent film,en,1.255771
Frat Party,English,SuperMassive Films,United States of America,Comedy,sport,en,0.783842
The Party's Over,English,Tricastle,United Kingdom,Drama,london england,en,0.118324
Proud,N/A,N/A,N/A,Drama,woman director,en,0.023681
The Poker House,English,The Poker House,United States of America,Drama,independent film,en,2.9485759999999996
Childless,English,N/A,United States of America,N/A,N/A,en,0.24385300000000001
ZMD: Zombies of Mass Destruction,English,Splendid Film,United States of America,Horror,religion,en,1.563711
Snow White: A Deadly Summer,English,N/A,N/A,Thriller,N/A,en,0.6534949999999999
Hidden Away,Español,Baleuko S.L.,Spain,Drama,N/A,es,1.233688
My Last Day Without You,English,N/A,United States of America,Drama,N/A,de,0.153625
Steppin: The Movie,English,Triumphant Pictures,United States of America,Comedy,N/A,en,0.328498
Doc Holliday's Revenge,N/A,Rapid Heart Pictures,United States of America,Western,N/A,en,0.4594
Black Rock,English,LD Entertainment,United States of America,Thriller,woman director,en,7.207051
Truth or Dare,English,Corona Pictures,United Kingdom,Thriller,N/A,en,6.6799539999999995
The Pet,Deutsch,N/A,N/A,Drama,independent film,en,1.284741
Bang Bang Baby,English,JoBro Productions & Film Finance,Canada,Drama,musical,en,0.9733229999999999
Fear Clinic,English,Dry County Films,United States of America,Horror,doctor,en,1.859965
Zombie Hunter,English,Arrowstorm Entertainment,United States of America,Comedy,zombie,en,3.418372
A Fine Step,English,N/A,N/A,Drama,N/A,en,0.6543399999999999
Charly,English,ABC Pictures,United States of America,Drama,experiment,en,0.17868900000000001
Banshee Chapter,English,Before the Door Pictures,United States of America,Thriller,conspiracy,en,7.310878999999999
Ask Me Anything,English,Decipher Entertainment,United States of America,Drama,college,en,8.976128
And Then Came Love,English,N/A,N/A,Comedy,N/A,en,0.280829
Food Chains,English,N/A,N/A,Documentary,N/A,de,0.7956979999999999
On the Waterfront,English,Columbia Pictures,United States of America,Drama,murder,en,16.015598999999998
L!fe Happens,English,Stardust Pictures,United States of America,Comedy,woman director,en,5.974156
"4 Months, 3 Weeks and 2 Days",Română,Saga Film,Belgium,Drama,best friend,ro,9.270133
The Horror Network Vol. 1,N/A,N/A,N/A,Horror,anthology,en,0.392658
Hard Candy,English,Vulcan Productions Inc.,United States of America,Drama,suicide,en,25.918007
The Quiet,English,Destination Films,United States of America,Drama,woman director,en,4.0971
Circumstance,English,A Space Between,United States of America,Drama,woman director,fa,2.34239
Fruitvale Station,English,Forest Whitaker's Significant Productions,United States of America,Drama,based on true story,en,20.967146
The Brass Teapot,English,Laundry Films,United States of America,Comedy,woman director,en,10.639774000000001
Bambi,English,Walt Disney Productions,United States of America,Drama,best friend,en,47.651878
The Hammer,English,Eden Wurmfeld Films,United States of America,Comedy,independent film,en,0.9570219999999999
Latter Days,English,TLA Releasing,United States of America,Drama,gay,en,5.4249160000000005
Elza,Français,France Télévision,France,Drama,woman director,fr,0.007254000000000001
1982,English,N/A,United States of America,Drama,father daughter relationship,en,0.17588499999999999
"For a Good Time, Call...",English,AdScott Pictures,United States of America,Comedy,best friend,en,14.238376
Celeste & Jesse Forever,English,Team Todd,United States of America,Drama,divorce,en,9.436430999999999
Time Changer,English,Christiano Film Group,United States of America,Drama,time travel,en,0.33975700000000003
London to Brighton,English,Steel Mill Pictures,United Kingdom,Drama,suspense,en,3.060685
American Hero,English,Vertigo Films,United States of America,Comedy,N/A,en,5.023091
Windsor Drive,English,Absinthe Productions,United States of America,Thriller,woman director,en,0.504251
A Separation,فارسی,Asghar Farhadi Productions,France,Drama,money,fa,12.049373
Crying with Laughter,English,EM Media,United Kingdom,Drama,kidnapping,en,0.108135
Welcome to the Dollhouse,English,N/A,United States of America,Drama,independent film,en,5.870319
Ruby in Paradise,English,Ruby in Paradise,United States of America,Drama,independent film,en,0.59424
Raising Victor Vargas,English,N/A,United States of America,Drama,independent film,en,3.6436620000000004
Pandora's Box,Deutsch,Nero Films,Germany,Drama,london england,de,1.824184
Harrison Montgomery,N/A,N/A,N/A,N/A,N/A,en,0.006943
Live-In Maid,Español,Filmanova,Argentina,Drama,N/A,en,0.038706
Deterrence,English,Battleplan Productions,United States of America,Drama,diner,en,2.171288
The Mudge Boy,English,N/A,United States of America,Drama,independent film,en,5.292536
The Young Unknowns,English,N/A,N/A,Drama,woman director,en,0.004922
Not Cool,English,Steeltown Entertainment,United States of America,Comedy,sex,en,1.186971
Dead Snow,Norsk,Euforia Film,Norway,Comedy,zombie,no,11.205726
Saints and Soldiers,English,Excel Entertainment,United States of America,Drama,world war ii,en,6.003418
Vessel,English,Baker's Dozen Productions,United States of America,Science Fiction,N/A,en,0.32255300000000003
American Graffiti,English,Universal Pictures,United States of America,Drama,airplane,en,19.326114999999998
Iraq for Sale: The War Profiteers,English,N/A,N/A,Documentary,N/A,en,1.517771
Aqua Teen Hunger Force Colon Movie Film for Theaters,English,Warner Bros.,United States of America,Comedy,blood,en,1.4531459999999998
Safety Not Guaranteed,English,Big Beach Films,United States of America,Drama,time travel,en,25.186002
Kevin Hart: Laugh at My Pain,English,Comedy Central Films,United States of America,Comedy,stand-up comedy,en,5.4988339999999996
Kill List,English,Warp X,United Kingdom,Thriller,wife husband relationship,en,12.203041
The Innkeepers,English,Glass Eye Pix,United States of America,Thriller,supernatural,en,14.386807000000001
The Conformist,English,Paramount Pictures,Germany,Drama,paris,it,8.429295
Interview with the Assassin,N/A,Magnolia Pictures,N/A,Drama,suspense,en,0.471264
Donkey Punch,English,Warp X,United Kingdom,Drama,N/A,en,3.283886
All the Boys Love Mandy Lane,English,Occupant Films,United States of America,Thriller,murder,en,12.284939
Bled,English,N/A,N/A,Horror,vampire,en,1.0391489999999999
High Noon,English,United Artists,United States of America,Western,battle,en,18.644023
Hoop Dreams,English,Fine Line Features,United States of America,Documentary,independent film,en,9.188431
Rize,English,Got Films,United States of America,Documentary,musical,en,1.623769
L.I.E.,English,N/A,United States of America,Drama,independent film,en,7.731064
The Sisterhood of Night,English,N/A,N/A,Drama,woman director,en,2.8689419999999997
B-Girl,English,Two Camels Films,United States of America,Drama,woman director,en,0.631571
Half Nelson,English,Thinkfilm,United States of America,Drama,independent film,en,12.378031
Naturally Native,English,Red-horse Native,United States of America,Drama,woman director,en,0.5787979999999999
Hav Plenty,English,N/A,United States of America,Comedy,N/A,en,0.0031420000000000003
Adulterers,English,N/A,N/A,Drama,N/A,en,1.471139
Escape from Tomorrow,English,Mankurt Media,United States of America,Horror,N/A,en,1.352222
Starsuckers,English,N/A,N/A,Documentary,N/A,en,0.429083
The Hadza:  Last of the First,English,N/A,United States of America,Documentary,N/A,en,0.045648
After,English,Seabourne Pictures,United States of America,Thriller,coma,en,4.596157
Treachery,N/A,N/A,N/A,Drama,N/A,en,0.283059
Walter,English,N/A,United States of America,Drama,woman director,en,2.659006
Top Hat,English,RKO Radio Pictures,United States of America,Comedy,musical,en,3.8984980000000005
The Blair Witch Project,English,Artisan Entertainment,United States of America,Horror,witch,en,41.690578
Woodstock,English,Warner Bros.,United States of America,History,musical,en,3.409764
The Kentucky Fried Movie,English,Kentucky Fried Theatre,United States of America,Comedy,satire,en,10.861167
Mercy Streets,English,N/A,N/A,Drama,suspense,en,0.099902
Carousel of Revenge,English,The Picture Factory,United States of America,Thriller,N/A,en,0.006069
Broken Vessels,N/A,N/A,N/A,Drama,N/A,en,0.06927699999999999
Water & Power,N/A,N/A,N/A,Drama,N/A,en,0.350557
They Will Have to Kill Us First,English,Spring Films,United Kingdom,Music,woman director,fr,0.071349
Light from the Darkroom,N/A,N/A,N/A,N/A,N/A,en,0.012941999999999999
The Country Doctor,Français,France 2 Cinéma,France,Drama,hospital,fr,2.651304
The Maid's Room,English,N/A,United States of America,Thriller,N/A,en,1.501688
A Hard Day's Night,English,Proscenium Films,United Kingdom,Comedy,culture clash,en,10.730056
The Harvest (La Cosecha),N/A,N/A,N/A,Documentary,food,en,0.010909
Love Letters,English,Millennium Films,United States of America,Drama,woman director,en,0.001586
Juliet and Alfa Romeo,English,Perfo Production,Slovenia,Drama,sex,sl,0.061248000000000004
Fireproof,English,Samuel Goldwyn Films,United States of America,Drama,father son relationship,en,6.093989
Faith Connections,हिन्दी,Jungle Book Entertainment,France,Drama,faith,hi,0.48088000000000003
Benji,English,N/A,United States of America,Romance,rescue,en,2.651418
Open Water,English,Plunge Pictures LLC,United States of America,Drama,nightmare,en,15.611857
High Road,English,N/A,United States of America,Comedy,N/A,en,1.292948
Kingdom of the Spiders,English,Arachnid Productions Ltd.,United States of America,Science Fiction,independent film,en,2.537032
Mad Hot Ballroom,English,N/A,United States of America,Family,woman director,en,0.772668
The Station Agent,English,Next Wednesday Productions,United States of America,Drama,friendship,en,11.578545
To Save A Life,English,N/A,United States of America,Drama,independent film,en,0.050210000000000005
Wordplay,English,N/A,N/A,Documentary,competition,en,0.9060959999999999
Beyond the Mat,English,Universal Pictures,United States of America,Documentary,sport,en,2.778633
The Singles Ward,N/A,Halestorm entertainment,United States of America,Drama,N/A,en,0.9205909999999999
Osama,English,LeBrocquy Fraser Productions,Japan,Drama,independent film,ps,1.447734
Sholem Aleichem: Laughing In The Darkness,N/A,N/A,N/A,Documentary,N/A,en,0.109579
Groove,English,N/A,United States of America,Drama,independent film,en,1.09454
The R.M.,English,Halestorm entertainment,United States of America,Comedy,N/A,en,0.082978
Twin Falls Idaho,English,N/A,N/A,Drama,independent film,en,0.619136
Mean Creek,English,Whitewater Films,United States of America,Drama,love,en,8.519202
Hurricane Streets,English,United Artists,United States of America,Drama,prison,en,0.36446999999999996
Never Again,English,N/A,N/A,Comedy,romantic comedy,en,0.039077
Civil Brand,English,N/A,United States of America,Drama,woman director,en,0.665512
Lonesome Jim,English,Plum Pictures,N/A,Drama,parents kids relationship,en,3.433625
Drinking Buddies,English,Burn Later Productions,United States of America,Drama,relationship,en,17.378455
Deceptive Practice: The Mysteries and Mentors of Ricky Jay,English,Kino Lorber,United States of America,Documentary,woman director,en,0.425195
Seven Samurai,日本語,Toho Company,Japan,Drama,battle,ja,39.756747999999995
The Other Dream Team,English,N/A,N/A,Documentary,sport,en,0.388401
Johnny Suede,English,Vega Film,United States of America,Comedy,independent film,en,1.354816
Finishing The Game,English,N/A,United States of America,Comedy,independent film,en,0.459625
Rubber,English,Canal+,France,Drama,duringcreditsstinger,en,9.108949
Kiss the Bride,English,N/A,United States of America,Drama,gay interest,en,1.6542599999999998
The Slaughter Rule,English,N/A,United States of America,Drama,N/A,en,1.390909
Monsters,English,Vertigo Entertainment,United Kingdom,Drama,dystopia,en,26.406001
The Californians,English,Parker Film Company,United States of America,Drama,N/A,en,0.218736
The Living Wake,N/A,N/A,N/A,Comedy,independent film,en,0.383442
Detention of the Dead,English,Gala Film,United States of America,Comedy,independent film,en,2.3918470000000003
Crazy Stone,普通话,N/A,China,Comedy,N/A,zh,1.68502
Scott Walker: 30 Century Man,English,N/A,United States of America,Music,music,en,0.6077819999999999
Everything Put Together,English,Furst Films,United States of America,Drama,independent film,en,0.046903
Good Kill,English,Dune Films,United States of America,Drama,pilot,en,10.924273
The Outrageous Sophie Tucker,English,N/A,N/A,N/A,N/A,en,0.021419
Now Is Good,English,Goldcrest Pictures,United Kingdom,Drama,teenager,en,14.142073000000002
Girls Gone Dead,English,Spy Global Media,United States of America,Comedy,N/A,en,1.600171
America Is Still the Place,N/A,N/A,N/A,N/A,N/A,en,0.0
Subconscious,English,Rainsworth Productions,United States of America,Thriller,woman director,en,0.397323
Enter Nowhere,English,Caliber Media Company,United States of America,Thriller,time travel,en,3.637857
El Rey de Najayo,Español,N/A,Dominican Republic,Drama,N/A,en,0.080105
Fight to the Finish,English,Triple D Productions,United States of America,Action,sport,en,0.251828
Alleluia! The Devil's Carnival,N/A,Limb from Limb Pictures,United States of America,Horror,musical,en,0.6743979999999999
The Sound and the Shadow,English,Veracity Productions,United States of America,Comedy,N/A,en,0.072359
Rodeo Girl,English,Be Your Own Hollywood,United States of America,Family,N/A,en,0.087574
Born to Fly: Elizabeth Streb vs. Gravity,English,N/A,United States of America,Documentary,woman director,en,0.069244
The Little Ponderosa Zoo,English,N/A,N/A,N/A,N/A,en,0.07307899999999999
The Toxic Avenger,English,Troma Entertainment,United States of America,Comedy,corruption,en,6.672008
Straight Out of Brooklyn,N/A,N/A,N/A,Drama,N/A,en,0.161517
Bloody Sunday,English,Bórd Scannán na hÉireann,United Kingdom,Drama,independent film,en,7.330691000000001
Diamond Ruff,N/A,N/A,N/A,N/A,N/A,en,0.165257
Conversations with Other Women,English,Prophecy Pictures Ltd.,United States of America,Drama,wedding,en,4.442355
Poultrygeist: Night of the Chicken Dead,English,Troma Entertainment,United States of America,Comedy,musical,en,3.905877
Mutual Friends,English,N/A,N/A,N/A,N/A,en,0.136721
42nd Street,English,Warner Bros.,United States of America,Comedy,musical,en,1.933366
Rise of the Entrepreneur: The Search for a Better Way,N/A,N/A,N/A,N/A,N/A,en,0.052941999999999996
Metropolitan,English,Allagash Films,United States of America,Drama,independent film,en,1.014966
As It Is in Heaven,English,GF Studios AB,Sweden,Drama,dying and death,sv,4.321249
Roadside,N/A,N/A,N/A,Drama,N/A,en,0.160234
Napoleon Dynamite,English,Paramount Pictures,United States of America,Comedy,independent film,en,23.603514
Blue Ruin,English,Film Science,United States of America,Thriller,revenge,en,25.349757999999998
Paranormal Activity,English,Blumhouse Productions,United States of America,Horror,found footage,en,47.456823
Dogtown and Z-Boys,English,Agi Orsi Productions,United States of America,Documentary,independent film,en,3.291609
Monty Python and the Holy Grail,English,Python (Monty) Pictures Limited,United Kingdom,Comedy,swordplay,en,64.782984
Quinceañera,English,N/A,United States of America,Drama,N/A,it,0.034135000000000006
Gory Gory Hallelujah,N/A,N/A,N/A,N/A,woman director,en,0.033882999999999996
Tarnation,English,N/A,United States of America,Drama,gay,en,1.063439
I Want Your Money,N/A,N/A,N/A,Documentary,N/A,en,0.084344
Love in the Time of Monsters,N/A,Red Cube Picture,United States of America,Comedy,N/A,en,0.13361900000000002
The Beyond,English,Fulvia Film,Italy,Horror,violence,it,8.022122
What Happens in Vegas,English,Twentieth Century Fox Film Corporation,United States of America,Comedy,wedding,da,38.100488
The Dark Hours,English,Calder Road Film,Canada,Thriller,suspense,en,1.428483
My Beautiful Laundrette,English,Working Title Films,United Kingdom,Drama,independent film,en,3.703005
Fabled,N/A,N/A,N/A,Drama,independent film,en,0.0033520000000000004
Show Me,English,Feature Film Project,United States of America,Drama,kidnapping,en,0.23129699999999997
Cries and Whispers,svenska,Svenska Filminstitutet (SFI),Sweden,Drama,dying and death,sv,11.347855000000001
Intolerance,English,Triangle Film Corporation,United States of America,Drama,wedding,en,3.232447
Trekkies,English,N/A,United States of America,Documentary,space opera,en,2.77754
The Broadway Melody,English,Metro-Goldwyn-Mayer (MGM),United States of America,Drama,musical,en,0.968865
The Evil Dead,English,Renaissance Pictures,United States of America,Horror,friends,en,35.037625
Maniac,English,Canal+,United States of America,Horror,murder,en,19.331884
Censored Voices,English,kNow Productions,Germany,History,woman director,en,0.59458
Murderball,English,Thinkfilm,United States of America,Documentary,sport,en,1.085909
American Ninja 2: The Confrontation,English,Cannon Group,United States of America,Drama,army,en,5.061107
51 Birch Street,N/A,Copacetic Pictures,N/A,Documentary,N/A,en,0.049921
Rotor DR1,N/A,StoneKap Productions Ltd.,United States of America,Science Fiction,N/A,en,0.249561
12 Angry Men,English,United Artists,United States of America,Drama,court,en,59.259204000000004
My Dog Tulip,English,Norman Twain Productions,United States of America,Drama,woman director,en,1.1702569999999999
It Happened One Night,English,Columbia Pictures Corporation,United States of America,Comedy,reporter,en,11.871424000000001
Dogtooth,ελληνικά,Greek Film Center,Greece,Drama,female nudity,el,28.858238
Tupac: Resurrection,English,Paramount Pictures,United States of America,Music,woman director,en,1.314576
Tumbleweeds,English,Fine Line Features,United States of America,Drama,independent film,en,1.505703
The Prophecy,English,Dimension Films,United States of America,Thriller,angel,en,11.818333
When the Cat's Away,Français,Canal+,France,Comedy,paris,fr,1.410387
Pieces of April,English,IFC Productions,United States of America,Drama,independent film,en,4.270596
The Big Swap,English,N/A,N/A,N/A,N/A,en,0.627763
Old Joy,English,Film Science,United States of America,Drama,woman director,en,1.6732080000000003
Wendy and Lucy,English,Film Science,United States of America,Drama,woman director,en,0.713906
3 Backyards,English,Caruso / Mendelsohn Productions,United States of America,Drama,independent film,en,0.17817
Pierrot le Fou,Français,Dino de Laurentiis Cinematografica,France,Drama,independent film,fr,7.791898
Sisters in Law,English,Vixen Films,United Kingdom,Documentary,woman director,en,0.025211
Ayurveda: Art of Being,English,Pandora Filmproduktion,Germany,Documentary,india,en,0.055867999999999994
Nothing But a Man,English,DuArt Film and Video,United States of America,Drama,N/A,en,0.008453
"First Love, Last Rites",English,Forensic Films,United States of America,Drama,sex,en,0.374291
Fighting Tommy Riley,English,N/A,N/A,Drama,independent film,en,0.045429000000000004
Royal Kill,English,21st Century Film Production,N/A,Thriller,soldier,en,1.088501
The Looking Glass,English,Filmacres,N/A,N/A,N/A,en,0.062979
Death Race 2000,English,New World Pictures,United States of America,Comedy,dystopia,en,6.473667
Locker 13,English,N/A,United States of America,Drama,suspense,en,1.905197
Midnight Cabaret,English,N/A,N/A,Horror,N/A,en,0.001389
Anderson's Cross,English,Illumination Pictures,United States of America,Drama,coming of age,en,0.006323
Bizarre,English,Eivissa Productions,United States of America,Drama,N/A,en,0.583446
Graduation Day,English,N/A,United States of America,Horror,slasher,en,1.452199
Some Guy Who Kills People,English,N/A,United States of America,Comedy,N/A,en,2.733725
